user_id,track_id,rating,song_name,artist_name
user_1,Christina_Aguilera_Stripped_Intro,4,Stripped Intro,Christina Aguilera
user_1,Air_Supply_Mother_Said,5,Mother Said,Air Supply
user_1,Bob_Marley_Crisis,5,Crisis,Bob Marley
user_1,Kylie_Minogue_I_Know,3,I Know,Kylie Minogue
user_1,Donna_Summer_Spring_Affair,3,Spring Affair,Donna Summer
user_1,ABBA_Merry-Go-Round,4,Merry-Go-Round,ABBA
user_1,Elton_John_Cant_Stay_Alone_Tonight,5,Can't Stay Alone Tonight,Elton John
user_1,Boney_M_Little_Drummer_Boy,5,Little Drummer Boy,Boney M.
user_1,Aerosmith_Im_Ready,5,I'm Ready,Aerosmith
user_1,OAR_The_Architect,3,The Architect,O.A.R.
user_1,ABBA_Dum_Dum_Diddle,5,Dum Dum Diddle,ABBA
user_1,Uriah_Heep_Perfect_Little_Heart,5,Perfect Little Heart,Uriah Heep
user_1,Otis_Redding_Hard_To_Handle,5,Hard To Handle,Otis Redding
user_1,ABBA_Ahes_My_Kind_Of_Girl,4,Ahe's My Kind Of Girl,ABBA
user_1,Whitesnake_Need_Your_Love_So_Bad,5,Need Your Love So Bad,Whitesnake
user_1,Manowar_An_American_Trilogy,5,An American Trilogy,Manowar
user_1,Loretta_Lynn_Help_Me_Make_It_Through_The_Night,5,Help Me Make It Through The Night,Loretta Lynn
user_1,ABBA_As_Good_As_New,4,As Good As New,ABBA
user_1,Hank_Snow_Ill_Ride_Back_To_Lonesome_Valley,4,I'll Ride Back To Lonesome Valley,Hank Snow
user_1,Clash_Silicone_On_Sapphire,4,Silicone On Sapphire,Clash
user_1,ABBA_Dance,3,Dance,ABBA
user_1,The_Temptations_Too_Busy_Thinking_About_My_Baby,3,Too Busy Thinking About My Baby,The Temptations
user_1,Alphaville_Iron_John,5,Iron John,Alphaville
user_1,ABBA_King_Kong_Song,4,King Kong Song,ABBA
user_1,Mariah_Carey_Love_Takes_Time,5,Love Takes Time,Mariah Carey
user_1,Chris_Brown_For_Ur_Love,5,For Ur Love,Chris Brown
user_1,Uriah_Heep_Rollin_On,5,Rollin' On,Uriah Heep
user_1,Emmylou_Harris_Every_Time_You_Leave,5,Every Time You Leave,Emmylou Harris
user_1,Happy_Mondays_Grandbags_Funeral,4,Grandbag's Funeral,Happy Mondays
user_1,R_Kelly_Peace,4,Peace,R. Kelly
user_1,Dream_Theater_Status_Seeker,5,Status Seeker,Dream Theater
user_1,ABBA_Andante_Andante,3,"Andante, Andante",ABBA
user_1,Paul_McCartney_Brown_Eyed_Handsome_Man,5,Brown Eyed Handsome Man,Paul McCartney
user_1,Jason_Mraz_So_Unusual,5,So Unusual,Jason Mraz
user_1,Chris_Rea_Gods_Great_Banana_Skin,5,God's Great Banana Skin,Chris Rea
user_1,Alphaville_Ariana,3,Ariana,Alphaville
user_1,America_Riverside,5,Riverside,America
user_1,Randy_Travis_Blue_Mesa,4,Blue Mesa,Randy Travis
user_1,Lloyd_Cole_Sean_Penn_Blues,5,Sean Penn Blues,Lloyd Cole
user_1,Eurythmics_Possessed,5,Possessed,Eurythmics
user_1,Air_Supply_Empty_Pages,4,Empty Pages,Air Supply
user_1,Conway_Twitty_Burn_Georgia_Burn,4,Burn Georgia Burn,Conway Twitty
user_1,Alabama_The_Boy,4,The Boy,Alabama
user_2,Natalie_Imbruglia_Shiver,4,Shiver,Natalie Imbruglia
user_2,Black_Sabbath_The_Writ,4,The Writ,Black Sabbath
user_2,George_Jones_Gods_Gonna_Get_Cha_For_That,5,God's Gonna Get 'Cha (For That),George Jones
user_2,Louis_Armstrong_I_Got_It_Bad_And_That_Aint_Good,4,I Got It Bad (And That Ain't Good),Louis Armstrong
user_2,Andy_Williams_Show_Me,3,Show Me,Andy Williams
user_2,Conway_Twitty_Darling_Days,4,Darling Days,Conway Twitty
user_2,Alice_Cooper_I_Got_A_Line_On_You,4,I Got A Line On You,Alice Cooper
user_2,Allman_Brothers_Band_Never_Knew_How_Much,5,Never Knew How Much,Allman Brothers Band
user_2,ABBA_Hey_Hey_Helen,4,Hey Hey Helen,ABBA
user_2,Beach_Boys_Kiss_Me_Baby,4,Kiss Me Baby,Beach Boys
user_2,Aerosmith_Temperature,4,Temperature,Aerosmith
user_2,Nick_Cave_Let_It_Be,5,Let It Be,Nick Cave
user_2,David_Pomeranz_Ordinary_Song,4,Ordinary Song,David Pomeranz
user_2,n_Sync_Gone,4,Gone,'n Sync
user_2,Insane_Clown_Posse_Questions,4,Questions,Insane Clown Posse
user_2,Cyndi_Lauper_I_Miss_My_Baby,5,I Miss My Baby,Cyndi Lauper
user_2,Air_Supply_Sleigh_Ride,4,Sleigh Ride,Air Supply
user_2,Kenny_Loggins_Down_In_The_Boondocks,5,Down In The Boondocks,Kenny Loggins
user_2,Howard_Jones_Shine_Through,4,Shine Through,Howard Jones
user_2,David_Bowie_Glass_Spider,4,Glass Spider,David Bowie
user_2,Kinks_Nothing_Lasts_Forever,5,Nothing Lasts Forever,Kinks
user_2,Blur_The_Universal,4,The Universal,Blur
user_2,ABBA_Rock_Me,5,Rock Me,ABBA
user_2,Allman_Brothers_Band_Mean_Old_World,5,Mean Old World,Allman Brothers Band
user_2,Dean_Martin_Baby_Wont_You_Please_Come_Home,5,Baby Won't You Please Come Home,Dean Martin
user_2,Donna_Summer_Sally_Go_round_The_Roses,4,Sally Go 'round The Roses,Donna Summer
user_2,Harry_Connick_Jr_Let_There_Be_Peace_On_Earth,5,Let There Be Peace On Earth,"Harry Connick, Jr."
user_2,ABBA_Ahes_My_Kind_Of_Girl,3,Ahe's My Kind Of Girl,ABBA
user_2,George_Strait_Just_Look_At_Me,5,Just Look At Me,George Strait
user_2,Dan_Fogelberg_Gone_Too_Far,5,Gone Too Far,Dan Fogelberg
user_2,Alison_Krauss_Dimming_Of_The_Day,5,Dimming Of The Day,Alison Krauss
user_2,ABBA_The_Piper,4,The Piper,ABBA
user_2,Bonnie_Raitt_The_Fundamental_Things,4,The Fundamental Things,Bonnie Raitt
user_2,Paul_Simon_God_Bless_The_Absentee,5,God Bless The Absentee,Paul Simon
user_2,Bob_Marley_Stand_Alone,4,Stand Alone,Bob Marley
user_2,Gordon_Lightfoot_Leaves_Of_Grass,5,Leaves Of Grass,Gordon Lightfoot
user_3,Olivia_Newton-John_Come_On_Over,4,Come On Over,Olivia Newton-John
user_3,Adele_Melt_My_Heart_To_Stone,4,Melt My Heart To Stone,Adele
user_3,Bread_She_Was_My_Lady,4,She Was My Lady,Bread
user_3,ABBA_Slipping_Through_My_Fingers,4,Slipping Through My Fingers,ABBA
user_3,Nat_King_Cole_My_Dream_Sonata,4,My Dream Sonata,Nat King Cole
user_3,Jimi_Hendrix_Purple_Haze,4,Purple Haze,Jimi Hendrix
user_3,Arlo_Guthrie_Unemployment_Line,5,Unemployment Line,Arlo Guthrie
user_3,Out_Of_Eden_Tomorrow,5,Tomorrow,Out Of Eden
user_3,Don_Moen_Shout_To_The_Lord,5,Shout To The Lord,Don Moen
user_3,Isley_Brothers_Tears,5,Tears,Isley Brothers
user_3,Harry_Connick_Jr_Little_Farley,5,Little Farley,"Harry Connick, Jr."
user_3,America_Slow_Down,4,Slow Down,America
user_3,ABBA_Lay_All_Your_Love_On_Me,5,Lay All Your Love On Me,ABBA
user_3,Kiss_Flaming_Youth,5,Flaming Youth,Kiss
user_3,Lady_Gaga_Let_Love_Down,4,Let Love Down,Lady Gaga
user_3,Morrissey_Scandinavia,4,Scandinavia,Morrissey
user_3,Bosson_Its_Over_Now,5,It's Over Now,Bosson
user_3,Bruno_Mars_The_Other_Side,4,The Other Side,Bruno Mars
user_3,Van_Morrison_Gypsy_Queen,5,Gypsy Queen,Van Morrison
user_3,Kiss_Crazy_Crazy_Nights,5,"Crazy, Crazy Nights",Kiss
user_3,Justin_Bieber_PYD,4,PYD,Justin Bieber
user_3,Bob_Marley_Maga_Dog,4,Maga Dog,Bob Marley
user_3,Nick_Cave_Bless_His_Ever_Loving_Heart,3,Bless His Ever Loving Heart,Nick Cave
user_3,ABBA_I_Saw_It_In_The_Mirror,4,I Saw It In The Mirror,ABBA
user_3,Aerosmith_The_Farm,5,The Farm,Aerosmith
user_3,Korn_Trash,5,Trash,Korn
user_3,Linda_Ronstadt_Its_So_Easy_To_Fall_In_Love,4,It's So Easy (To Fall In Love),Linda Ronstadt
user_3,ABBA_Ahes_My_Kind_Of_Girl,3,Ahe's My Kind Of Girl,ABBA
user_3,ABBA_Money_Money_Money,5,Money Money Money,ABBA
user_3,Pat_Benatar_Promises_In_The_Dark,4,Promises In The Dark,Pat Benatar
user_3,Aerosmith_Take_It_Easy,5,Take It Easy,Aerosmith
user_3,Indigo_Girls_Romeo_And_Juliet,5,Romeo And Juliet,Indigo Girls
user_3,Rihanna_Should_I,4,Should I,Rihanna
user_3,Oasis_Whatever,5,Whatever,Oasis
user_3,Alison_Krauss_Killing_The_Blues,5,Killing The Blues,Alison Krauss
user_3,Tom_Jones_Im_Left_Youre_Right_Shes_Gone,5,"I'm Left, You're Right, She's Gone",Tom Jones
user_3,America_Foolin,5,Foolin',America
user_3,Bob_Seger_Boomtown_Blues,3,Boomtown Blues,Bob Seger
user_3,Ziggy_Marley_Bygones,4,Bygones,Ziggy Marley
user_3,Norah_Jones_Not_Too_Late,5,Not Too Late,Norah Jones
user_3,Glee_Faithfully,5,Faithfully,Glee
user_3,Opeth_Hessian_Peel,5,Hessian Peel,Opeth
user_3,Journey_Happy_To_Give,5,Happy To Give,Journey
user_4,Alabama_Christmas_Is_Love,4,Christmas Is Love,Alabama
user_4,ABBA_Happy_Hawaii,5,Happy Hawaii,ABBA
user_4,Chuck_Berry_Viva_Viva_Rock_n_Roll,4,Viva Viva Rock 'n' Roll,Chuck Berry
user_4,ABBA_Disillusion,4,Disillusion,ABBA
user_4,Judy_Garland_The_Trolley_Song,5,The Trolley Song,Judy Garland
user_4,ABBA_Bang,4,Bang,ABBA
user_4,Justin_Timberlake_Beach_Party,4,Beach Party,Justin Timberlake
user_4,Diana_Ross_Dont_Give_Up_On_Each_Other,3,Don't Give Up On Each Other,Diana Ross
user_4,Pitbull_Fireball,4,Fireball,Pitbull
user_4,Bon_Jovi_All_I_Want_Is_Everything,5,All I Want Is Everything,Bon Jovi
user_4,Aerosmith_Rockin_Pneumonia_And_The_Boogie_Woogie_Flu,4,Rockin' Pneumonia And The Boogie Woogie Flu,Aerosmith
user_4,Ultravox_Maximum_Acceleration,5,Maximum Acceleration,Ultravox
user_4,Foreigner_Died_In_Your_Arm_Tonight,5,Died In Your Arm Tonight,Foreigner
user_4,Harry_Belafonte_Will_His_Love_Be_Like_His_Rum,5,Will His Love Be Like His Rum,Harry Belafonte
user_4,Andy_Williams_Wouldnt_It_Be_Loverly,5,Wouldn't It Be Loverly,Andy Williams
user_4,ABBA_Chiquitita,4,Chiquitita,ABBA
user_4,Billie_Holiday_Come_Rain_Or_Come_Shine,5,Come Rain Or Come Shine,Billie Holiday
user_4,Hollies_Gasoline_Alley_Bred_R_Cook_-_A_Greenaway_-_T_Macaulay,5,Gasoline Alley Bred (R. Cook - A. Greenaway - T. Macaulay),Hollies
user_4,Bob_Seger_Momma,5,Momma,Bob Seger
user_4,Eminem_8_Mile_Freestyle_PtIii_Vs,5,8 Mile Freestyle Pt.Iii Vs,Eminem
user_4,Backstreet_Boys_In_A_World_Like_This,5,In A World Like This,Backstreet Boys
